risk_cluster_key,risk_tags,cluster_size,candidate_owner,candidate_duplicates,semantic_equivalence_guess,safe_to_auto_retire,reason,review_priority,review_score,member_files,unique_called_targets,unique_assertion_shapes,owner_confidence
frontend_static_contract:files:contains,frontend_static_contract;no_trading_semantics;production_prod_write,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_frontend_readonly_static_contracts.py,files,contains,high
frontend_static_contract:forbid_path:truthy,frontend_static_contract;governance_path;m5c_staging;production_prod_write,1,scripts/governance_forbidden_path_guard.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5c_staging_promotion.py,forbid_path,truthy,high
frontend_static_contract:frontend_inventory:equals,frontend_static_contract,1,tests/unit/test_m5d_publication_candidate.py::test_frontend_public_baseline_recomputed_matches_current,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5d_publication_candidate.py,frontend_inventory,equals,low
frontend_static_contract:html_lower:contains,conversation_context;frontend_static_contract;m5e_publication;m5f_canonical;raw_payload_leakage,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5op_frontend_operator_workflow.py::test_conversation_context_no_raw_payload_leakage_contract,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/unit/test_m5fgh_frontend_static.py;tests/unit/test_m5op_frontend_operator_workflow.py,html_lower,contains,medium
frontend_static_contract:html_lower:contains+equals,fastapi_execute_confirmation;frontend_static_contract;source_health,1,tests/unit/test_m6d_operator_and_local_networking.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m6a_observation_ux.py,html_lower,contains+equals,high
frontend_static_contract:load:contains,frontend_static_contract,1,tests/unit/test_lineage_trace_model.py::test_lineage_steps,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_lineage_trace_model.py,load,contains,low
frontend_static_contract:lower:contains,frontend_static_contract;m5e_publication;no_trading_semantics,1,scripts/forbidden_behavior_scanner.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5e_controlled_frontend_publication.py,lower,contains,high
frontend_static_contract:map_source_evidence_to_snapshot_input:equals,frontend_static_contract;snapshot_schema,1,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py::test_twse_mis_v2_fields_map_without_removing_v1_aliases,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m3g_live_probe_to_snapshot_adapter.py,map_source_evidence_to_snapshot_input,equals,low
frontend_static_contract:no_call:contains,conversation_context;frontend_static_contract,2,tests/unit/test_m5n_watchlist_workflow.py,tests/unit/test_m5op_frontend_operator_workflow.py::test_watchlist_rows_surface_latest_status_and_reference_failure_fields,partial,manual_review_required,static cluster overlap needs human semantic review,P1,10,tests/unit/test_m5op_frontend_operator_workflow.py,no_call,contains,medium
frontend_static_contract:normal_row:contains+equals,frontend_static_contract;snapshot_schema,1,tests/unit/test_twse_mis_normalization_v2.py::test_normal_stock_row_contains_v2_contract,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_twse_mis_normalization_v2.py,normal_row,contains+equals,low
frontend_static_contract:path:contains,frontend_static_contract;source_health,2,tests/test_m5q_source_health.py,tests/unit/test_m5k_workflow.py::test_frontend_observation_tables_and_no_unsafe_innerhtml_model,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/test_m5q_source_health.py;tests/unit/test_m5k_workflow.py,path,contains,medium
frontend_static_contract:payload:truthy,frontend_static_contract,1,tests/unit/test_controlled_refresh_staging_validator.py::test_twse_mis_without_unofficial_source_risk_fails,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_controlled_refresh_staging_validator.py,payload,truthy,low
frontend_static_contract:read:contains,ai_context_pack;conversation_context;frontend_static_contract;governance_path,1,tests/unit/test_m5n_watchlist_workflow.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_governance_regression_guards.py,read,contains,high
frontend_static_contract:read_text:contains,frontend_static_contract,5,tests/unit/test_frontend_accessibility_static.py::test_governance_console_accessibility,tests/unit/test_frontend_observability_static.py::test_governance_console_renders_panels;tests/unit/test_frontend_observability_static.py::test_observability_model_flags;tests/unit/test_frontend_readonly_contract_static.py::test_adapter_preserves_schema_words;tests/unit/test_m5n_watchlist_workflow.py::test_frontend_watchlist_workspace_static_contract,partial,manual_review_required,static cluster overlap needs human semantic review,P0,14,tests/unit/test_frontend_accessibility_static.py;tests/unit/test_frontend_observability_static.py;tests/unit/test_frontend_readonly_contract_static.py;tests/unit/test_m5n_watchlist_workflow.py,read_text,contains,low
frontend_static_contract:run_scenarios:truthy,frontend_static_contract,1,tests/unit/test_run_fixture_replay_scenarios.py::test_replay_audit_events_include_caveats_and_package,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_run_fixture_replay_scenarios.py,run_scenarios,truthy,low
frontend_static_contract:runbook_read_text:contains,frontend_static_contract,1,tests/unit/test_m5op_frontend_operator_workflow.py::test_runbook_exists_and_contains_required_sections,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5op_frontend_operator_workflow.py,runbook_read_text,contains,low
frontend_static_contract:validate_watchlist:boolean_identity+contains+equals,frontend_static_contract,1,tests/unit/test_m5op_frontend_operator_workflow.py::test_watchlist_from_rows_generates_required_id_contract_and_backend_validates,,unclear,no,single test or no duplicate evidence,P3,9,tests/unit/test_m5op_frontend_operator_workflow.py,validate_watchlist,boolean_identity+contains+equals,low
governance_path:glob:contains,governance_path,2,scripts/governance_forbidden_path_guard.py,tests/unit/test_governance_regression_guards.py::test_no_new_production_refresh_without_confirmations,partial,manual_review_required,static cluster overlap needs human semantic review,P2,6,tests/unit/test_governance_regression_guards.py,glob,contains,high
governance_path:is_file:truthy,governance_path,1,scripts/governance_forbidden_path_guard.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_governance_regression_guards.py,is_file,truthy,high
governance_path:read:contains,governance_path,2,scripts/governance_forbidden_path_guard.py,tests/unit/test_governance_regression_guards.py::test_run_all_probes_remains_gated_or_forbidden,partial,manual_review_required,static cluster overlap needs human semantic review,P2,6,tests/unit/test_governance_regression_guards.py,read,contains,high
invalid_ssl_fail_closed:_tags_for_source:contains,invalid_ssl_fail_closed,1,tests/unit/test_m6d_operator_and_local_networking.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_analyze_test_risk_inventory.py,_tags_for_source,contains,high
invalid_ssl_fail_closed:_write_test:contains+equals,invalid_ssl_fail_closed,1,tests/unit/test_m6d_operator_and_local_networking.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_analyze_test_risk_inventory.py,_write_test,contains+equals,high
invalid_ssl_fail_closed:calls_append:equals,fastapi_execute_confirmation;invalid_ssl_fail_closed,1,tests/unit/test_m6d_operator_and_local_networking.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/unit/test_server.py,calls_append,equals,high
invalid_ssl_fail_closed:m6g_final_status:equals,invalid_ssl_fail_closed;m6g_browser_e2e,1,tests/unit/test_m6d_operator_and_local_networking.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,m6g_final_status,equals,high
invalid_ssl_fail_closed:m6g_ssl_policy_api_checks:boolean_identity+equals,invalid_ssl_fail_closed;m6g_browser_e2e,1,tests/unit/test_m6d_operator_and_local_networking.py,,unclear,no,single test or no duplicate evidence,P3,5,tests/test_m6g_browser_operator_e2e.py,m6g_ssl_policy_api_checks,boolean_identity+equals,high
invalid_ssl_fail_closed:testclient:boolean_identity+equals,bounded_watchlist;fastapi_execute_confirmation;invalid_ssl_fail_closed;m6e_acceptance,2,tests/unit/test_m6d_operator_and_local_networking.py,tests/unit/test_m6d_operator_and_local_networking.py::test_fastapi_ssl_policy_fail_closed_and_valid_values,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/test_m6e_operator_acceptance.py;tests/unit/test_m6d_operator_and_local_networking.py,testclient,boolean_identity+equals,medium
m5b_staging:any:equals,m5b_staging,4,tests/unit/test_build_m5b_staging_candidate.py::test_manifest_verifier_detects_tamper_and_missing_artifact,tests/unit/test_m5a_live_probe_authorization_request.py::test_absolute_and_traversal_script_paths_are_rejected_before_normalization;tests/unit/test_m5a_live_probe_authorization_request.py::test_m3g04_runner_cannot_be_marked_ready_for_m5b_output_path;tests/unit/test_m5b_controlled_live_probe_runner.py::test_existing_output_dir_rejected_before_network,partial,manual_review_required,static cluster overlap needs human semantic review,P3,3,tests/unit/test_build_m5b_staging_candidate.py;tests/unit/test_m5a_live_probe_authorization_request.py;tests/unit/test_m5b_controlled_live_probe_runner.py,any,equals,low
m5b_staging:assertionerror:boolean_identity+equals+truthy,m5b_staging,1,tests/unit/test_m5b_failure_injection.py::test_execute_http_400_returns_nonzero_and_no_staging_candidate,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5b_failure_injection.py,assertionerror,boolean_identity+equals+truthy,low
m5b_staging:assertionerror:equals+truthy,m5b_staging,1,tests/unit/test_m5b_failure_injection.py::test_execute_reuse_rejects_before_network,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5b_failure_injection.py,assertionerror,equals+truthy,low
m5b_staging:assess:equals,m5b_staging;m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_valid_m5b_evidence_eligible,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,assess,equals,low
m5b_staging:base_result:boolean_identity+equals+truthy,m5b_staging,1,tests/unit/test_build_m5b_staging_candidate.py::test_failure_contract_does_not_create_staging_candidate,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_build_m5b_staging_candidate.py,base_result,boolean_identity+equals+truthy,low
m5b_staging:base_result:no_assert,m5b_staging,4,tests/unit/test_build_m5b_staging_candidate.py::test_failure_contract_rejects_candidate_creation,tests/unit/test_build_m5b_staging_candidate.py::test_duplicate_finalization_rejected_by_default;tests/unit/test_build_m5b_staging_candidate.py::test_existing_manifest_rejects_refinalization;tests/unit/test_build_m5b_staging_candidate.py::test_finalizer_rejects_missing_required_artifact,partial,manual_review_required,static cluster overlap needs human semantic review,P0,13,tests/unit/test_build_m5b_staging_candidate.py,base_result,no_assert,low
m5b_staging:codes:contains,m5b_staging,5,tests/unit/test_m5b_execution_authorization.py::test_authorization_preflight_before_authorized_rejected,tests/unit/test_m5b_execution_authorization.py::test_authorization_preflight_exact_expiry_rejected;tests/unit/test_m5b_execution_authorization.py::test_receipt_audit_exact_expiry_rejected;tests/unit/test_m5b_failure_injection.py::test_expired_authorization;tests/unit/test_m5b_failure_injection.py::test_wrong_hash,partial,manual_review_required,static cluster overlap needs human semantic review,P3,4,tests/unit/test_m5b_execution_authorization.py;tests/unit/test_m5b_failure_injection.py,codes,contains,low
m5b_staging:copy_auth:truthy,m5b_staging,1,tests/unit/test_m5b_failure_injection.py::test_single_use_consumption_is_global_per_authorization_id,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5b_failure_injection.py,copy_auth,truthy,low
m5b_staging:datetime:equals,m5b_staging,4,tests/unit/test_m5b_execution_authorization.py::test_valid_authorization_preflight_with_fixed_now,tests/unit/test_m5b_execution_authorization.py::test_authorization_preflight_exact_authorized_passes;tests/unit/test_m5b_execution_authorization.py::test_authorization_preflight_just_before_expiry_passes;tests/unit/test_m5b_execution_authorization.py::test_receipt_audit_ignores_current_wall_clock_after_expiry,partial,manual_review_required,static cluster overlap needs human semantic review,P0,13,tests/unit/test_m5b_execution_authorization.py,datetime,equals,low
m5b_staging:map_authorized_targets:equals,m5b_staging,1,tests/unit/test_m5b_controlled_live_probe_runner.py::test_mapping,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5b_controlled_live_probe_runner.py,map_authorized_targets,equals,low
m5b_staging:oserror:equals+truthy,m5b_staging,1,tests/unit/test_m5b_failure_injection.py::test_consumption_update_failure_after_finalization_preserves_package,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5b_failure_injection.py,oserror,equals+truthy,low
m5b_staging:validate_execution_scope:equals,m5b_staging,1,tests/unit/test_m5b_controlled_live_probe_runner.py::test_check_scope_valid,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5b_controlled_live_probe_runner.py,validate_execution_scope,equals,low
m5b_staging:verify:equals,m5b_staging,1,tests/unit/test_build_m5b_staging_candidate.py::test_committed_m5b_manifest_verifies,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_build_m5b_staging_candidate.py,verify,equals,low
m5c_staging:any:equals,m5c_staging,4,tests/unit/test_m5c_controlled_staging_promotion.py::test_m5c_controlled_check_only_passes_before_execution_or_blocks_after_single_use,tests/unit/test_m5c_staging_failure_injection.py::test_execute_blocks_existing_destination_without_second_promotion;tests/unit/test_m5c_staging_failure_injection.py::test_existing_consumption_without_destination_blocks_reuse;tests/unit/test_m5c_staging_failure_injection.py::test_missing_artifact_blocked,partial,manual_review_required,static cluster overlap needs human semantic review,P3,3,tests/unit/test_m5c_controlled_staging_promotion.py;tests/unit/test_m5c_staging_failure_injection.py,any,equals,low
m5c_staging:audit_read_text:equals+truthy,m5c_staging,1,tests/unit/test_m5c_staging_failure_injection.py::test_supplemental_audit_missing_or_tampered_blocked,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,audit_read_text,equals+truthy,low
m5c_staging:candidate_hash:equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_exact_binding_request_and_schema,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,candidate_hash,equals,low
m5c_staging:consumption_write_text:equals,m5c_staging,1,tests/unit/test_m5c_core_package_validation.py::test_core_validation_accepts_fresh_tmp_package_without_historical_audit_or_correction,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_core_package_validation.py,consumption_write_text,equals,low
m5c_staging:copy_run:boolean_identity+contains+equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_preflight_malformed_candidate_returns_structured_blocked,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,copy_run,boolean_identity+contains+equals,low
m5c_staging:copy_run:contains,m5c_staging,4,tests/unit/test_m5c_staging_promotion.py::test_tampered_manifest_blocked,tests/unit/test_m5c_staging_promotion.py::test_contract_status_failed_is_semantic_block;tests/unit/test_m5c_staging_promotion.py::test_receipt_audit_uses_authorization_validator;tests/unit/test_m5c_staging_promotion.py::test_untracked_json_artifact_blocked,partial,manual_review_required,static cluster overlap needs human semantic review,P3,3,tests/unit/test_m5c_staging_promotion.py,copy_run,contains,low
m5c_staging:copy_run:contains+equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_malformed_json_returns_structured_blocked,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,copy_run,contains+equals,low
m5c_staging:copy_run:truthy,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_missing_manifest_artifact_and_ledger_blocked,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,copy_run,truthy,low
m5c_staging:exists:boolean_identity+equals+truthy,m5c_staging,1,tests/unit/test_m5c_staging_failure_injection.py::test_success_outcome_persistence_failure_does_not_retry_or_delete_destination,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,exists,boolean_identity+equals+truthy,low
m5c_staging:get:boolean_identity+equals,m5c_staging,1,tests/unit/test_m5c_staging_failure_injection.py::test_final_validation_failure_marks_failed_not_succeeded,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,get,boolean_identity+equals,low
m5c_staging:monkeypatch_setattr:equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_rollback_main_nonzero_on_simulation_failed,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_promotion.py,monkeypatch_setattr,equals,low
m5c_staging:monkeypatch_setattr:equals+truthy,m5c_staging,1,tests/unit/test_m5c_staging_failure_injection.py::test_consumed_at_is_preserved_across_outcome_updates,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,monkeypatch_setattr,equals+truthy,low
m5c_staging:p_exists:equals,m5c_staging,1,tests/unit/test_m5c_promoted_staging_package.py::test_committed_package_valid_if_present,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_promoted_staging_package.py,p_exists,equals,low
m5c_staging:pf_is_success:boolean_identity,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_preflight_success_whitelist_rejects_simulation_failed,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,pf_is_success,boolean_identity,low
m5c_staging:read_text:contains+equals,m5c_staging,1,tests/unit/test_m5c_staging_failure_injection.py::test_build_writes_canonical_destination_not_temporary_path,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,read_text,contains+equals,low
m5c_staging:rollback:boolean_identity+contains+equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_rollback_failure_injection_no_mutation,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_promotion.py,rollback,boolean_identity+contains+equals,low
m5c_staging:run:contains+equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion.py::test_one_command_preflight_shape,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion.py,run,contains+equals,low
m5c_staging:runtimeerror:boolean_identity+equals,m5c_staging,2,tests/unit/test_m5c_staging_failure_injection.py::test_build_failure_persists_failed_consumption_outcome,tests/unit/test_m5c_staging_failure_injection.py::test_rename_failure_persists_failed_consumption_outcome,partial,manual_review_required,static cluster overlap needs human semantic review,P3,1,tests/unit/test_m5c_staging_failure_injection.py,runtimeerror,boolean_identity+equals,low
m5c_staging:runtimeerror:equals,m5c_staging,1,tests/unit/test_m5c_staging_failure_injection.py::test_failed_outcome_persistence_failure_is_reported,,unclear,no,single test or no duplicate evidence,P3,0,tests/unit/test_m5c_staging_failure_injection.py,runtimeerror,equals,low
m5c_staging:validate:equals,m5c_staging,1,tests/unit/test_m5c_staging_promotion_authorization.py::test_m5c_authorization_binding_passes,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5c_staging_promotion_authorization.py,validate,equals,low
m5c_staging:validate_request:contains,m5c_staging,2,tests/unit/test_m5c_staging_promotion.py::test_request_rejects_duplicate_targets_and_noncanonical_run_dir,tests/unit/test_m5c_staging_promotion.py::test_no_decision_or_token,partial,manual_review_required,static cluster overlap needs human semantic review,P1,11,tests/unit/test_m5c_staging_promotion.py,validate_request,contains,low
m5e_publication:any:contains,m5e_publication,1,tests/unit/test_m5e_controlled_frontend_publication.py::test_schema_invalid_auth_returns_structured_errors,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5e_controlled_frontend_publication.py,any,contains,low
m5e_publication:m5e_check_only:equals,m5e_publication,1,tests/unit/test_m5e_controlled_frontend_publication.py::test_frontend_public_unchanged,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5e_controlled_frontend_publication.py,m5e_check_only,equals,low
m5e_publication:m5e_claim_once:no_assert,m5e_publication,1,tests/unit/test_m5e_controlled_frontend_publication.py::test_single_use_duplicate,,unclear,no,single test or no duplicate evidence,P3,10,tests/unit/test_m5e_controlled_frontend_publication.py,m5e_claim_once,no_assert,low
m5f_canonical:_build_temp_package:boolean_identity+equals,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5fgh_fastapi_context.py,_build_temp_package,boolean_identity+equals,high
m5f_canonical:_write_candidate_fixture:no_assert,ai_context_pack;conversation_context;m5f_canonical;no_full_market_scan,4,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5f_canonical_market_context_package.py::test_candidate_targets_must_match_source_binding;tests/unit/test_m5f_canonical_market_context_package.py::test_full_market_candidate_rejected;tests/unit/test_m5f_canonical_market_context_package.py::test_symbol_type_validation_rejects_bool_nan_and_bad_lists,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5f_canonical_market_context_package.py,_write_candidate_fixture,no_assert,medium
m5f_canonical:acc_run_checks:boolean_identity+equals,m5e_publication;m5f_canonical,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5ij_end_to_end_acceptance.py::test_m5e_publication_performed_true_fails,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5ij_end_to_end_acceptance.py,acc_run_checks,boolean_identity+equals,high
m5f_canonical:acc_run_checks:contains+equals+truthy,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5ij_end_to_end_acceptance.py,acc_run_checks,contains+equals+truthy,high
m5f_canonical:acc_run_checks:equals,m5e_publication;m5f_canonical,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5ij_end_to_end_acceptance.py::test_m5e_not_superseded_fails,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/unit/test_m5ij_end_to_end_acceptance.py,acc_run_checks,equals,medium
m5f_canonical:auth:contains,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5i_explicit_bounded_refresh.py,auth,contains,high
m5f_canonical:build_package:contains,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,build_package,contains,high
m5f_canonical:build_package:no_assert,ai_context_pack;conversation_context;m5f_canonical;research_generated_write,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5f_canonical_market_context_package.py::test_builder_rejects_repo_directories,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/unit/test_m5f_canonical_market_context_package.py,build_package,no_assert,medium
m5f_canonical:c_promote_m5i_candidate_to_m5f:boolean_identity+equals,m5f_canonical;research_generated_write,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5i_explicit_bounded_refresh.py,c_promote_m5i_candidate_to_m5f,boolean_identity+equals,high
m5f_canonical:c_promote_m5i_candidate_to_m5f:equals,m5f_canonical;research_generated_write,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5i_explicit_bounded_refresh.py,c_promote_m5i_candidate_to_m5f,equals,high
m5f_canonical:client_get:boolean_identity+equals,m5f_canonical;snapshot_schema;source_health,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5fgh_fastapi_context.py,client_get,boolean_identity+equals,high
m5f_canonical:client_get:equals,m5f_canonical,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_server.py::test_matrix_endpoint_returns_validated_m5f_capability_summary,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5fgh_fastapi_context.py;tests/unit/test_server.py,client_get,equals,high
m5f_canonical:execute_live_observation:boolean_identity+equals,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5k_workflow.py,execute_live_observation,boolean_identity+equals,high
m5f_canonical:hashlib_sha256:no_assert,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,hashlib_sha256,no_assert,high
m5f_canonical:m5e_check_only:boolean_identity+equals,m5e_publication;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5e_controlled_frontend_publication.py,m5e_check_only,boolean_identity+equals,high
m5f_canonical:m5f_tools_issubset:contains+equals+truthy,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_mcp_server.py,m5f_tools_issubset,contains+equals+truthy,high
m5f_canonical:mkdir:no_assert,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,mkdir,no_assert,high
m5f_canonical:nested_mkdir:no_assert,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,nested_mkdir,no_assert,high
m5f_canonical:oserror:equals,ai_context_pack;conversation_context;m5f_canonical;research_generated_write,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5i_explicit_bounded_refresh.py::test_promotion_wrapper_rolls_back_on_final_replace_failure,partial,manual_review_required,static cluster overlap needs human semantic review,P2,5,tests/unit/test_m5f_canonical_market_context_package.py;tests/unit/test_m5i_explicit_bounded_refresh.py,oserror,equals,medium
m5f_canonical:path:contains,ai_context_pack;conversation_context;m5c_staging;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,path,contains,high
m5f_canonical:pkg_iterdir:equals,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,pkg_iterdir,equals,high
m5f_canonical:read_text:equals,ai_context_pack;m5f_canonical;snapshot_schema,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5fgh_consumer_consistency.py,read_text,equals,high
m5f_canonical:read_text:no_assert,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,2,tests/unit/test_m5f_canonical_market_context_package.py,read_text,no_assert,high
m5f_canonical:runtimeerror:contains+equals,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5ij_end_to_end_acceptance.py,runtimeerror,contains+equals,high
m5f_canonical:shutil_copytree:no_assert,ai_context_pack;conversation_context;m5f_canonical,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5f_canonical_market_context_package.py::test_extra_non_json_file_rejected,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5f_canonical_market_context_package.py,shutil_copytree,no_assert,high
m5f_canonical:subprocess_run:contains+not_equals,ai_context_pack;conversation_context;m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5f_canonical_market_context_package.py,subprocess_run,contains+not_equals,high
m5f_canonical:subprocess_run:equals,m5f_canonical,1,tests/unit/test_m5f_canonical_market_context_package.py,,unclear,no,single test or no duplicate evidence,P3,6,tests/unit/test_m5fgh_consumer_consistency.py,subprocess_run,equals,high
m5f_canonical:validate_package:equals,ai_context_pack;conversation_context;m5f_canonical,2,tests/unit/test_m5f_canonical_market_context_package.py,tests/unit/test_m5f_canonical_market_context_package.py::test_committed_package_still_validates,partial,manual_review_required,static cluster overlap needs human semantic review,P2,7,tests/unit/test_m5f_canonical_market_context_package.py,validate_package,equals,high
